id,age,sex,job_id,marital,education_id,default,housing,loan,city
18527,56,male,5,divorced,7,unknown,no,no,Houston
18528,52,male,4,married,1,no,yes,no,Chicago
18529,30,male,5,single,7,no,no,no,Chicago
18530,32,male,3,married,7,no,no,no,New York
18531,36,male,11,married,7,unknown,yes,no,Houston
18532,40,male,5,married,7,no,no,no,Houston
18533,36,female,9,single,1,no,no,no,Houston
18534,39,male,2,married,2,no,yes,no,Phoenix
18535,36,male,9,single,1,no,no,no,Phoenix
18536,34,male,5,married,5,unknown,no,no,Phoenix
18537,38,female,2,married,2,no,no,no,Chicago
18538,41,male,9,divorced,7,no,no,yes,Los Angeles
18539,57,male,3,married,7,unknown,no,no,New York
18540,60,male,6,married,3,unknown,no,no,Los Angeles
18541,29,male,3,married,7,no,yes,yes,Houston
18542,35,female,9,single,7,no,yes,no,Houston
18543,42,female,4,married,4,unknown,yes,no,Chicago
18544,28,female,5,married,5,no,no,no,Los Angeles
18545,28,male,5,married,5,no,no,no,Los Angeles
18546,27,male,4,single,1,no,yes,no,Chicago
18547,33,male,8,married,2,unknown,unknown,unknown,Phoenix
18548,48,female,7,married,7,no,no,no,New York
18549,35,female,9,single,7,no,no,no,New York
18550,27,female,4,single,1,no,no,yes,New York
18551,51,male,7,married,4,no,yes,yes,Los Angeles
18552,28,female,2,married,2,no,no,no,Houston
18553,40,male,5,married,5,unknown,yes,no,Los Angeles
18554,38,female,2,married,2,no,no,no,Houston
18555,43,male,1,married,3,unknown,yes,no,Chicago
18556,28,male,2,married,2,no,no,yes,Houston
18557,37,female,1,single,5,no,no,yes,Los Angeles
18558,37,female,1,single,5,no,yes,no,Chicago
18559,46,male,2,married,2,no,no,no,Houston
18560,39,female,7,married,2,no,no,yes,Houston
18561,33,male,3,divorced,2,no,no,yes,Houston
18562,36,female,11,married,7,unknown,yes,no,Phoenix
18563,58,male,9,divorced,7,no,yes,no,Los Angeles
18564,44,female,3,divorced,2,no,yes,no,Chicago
18565,32,female,2,single,2,no,no,yes,Phoenix
18566,57,female,3,single,2,unknown,yes,no,Houston
18567,28,female,3,single,7,no,no,no,Los Angeles
18568,53,female,3,married,7,no,yes,no,Phoenix
18569,28,male,3,single,7,no,no,no,Houston
18570,42,female,4,married,4,unknown,yes,no,Houston
18571,28,male,2,married,2,no,no,no,Houston
18572,38,female,5,single,5,no,no,no,New York
18573,28,female,2,married,2,no,no,no,Houston
18574,34,female,8,married,2,no,no,no,Houston
18575,31,female,3,married,2,no,no,no,Los Angeles
18576,31,male,3,single,7,no,no,no,New York
18577,29,female,5,single,5,no,yes,no,Houston
18578,46,male,5,married,7,no,no,no,Los Angeles
18579,51,female,7,married,1,no,yes,no,Los Angeles
18580,53,male,4,married,1,unknown,no,no,Houston
18581,36,male,3,married,2,no,yes,no,Houston
18582,38,female,9,divorced,4,no,yes,yes,Chicago
18583,37,female,4,married,4,unknown,no,yes,New York
18584,32,female,3,married,2,no,yes,no,Phoenix
18585,36,female,4,single,2,no,no,no,Houston
18586,24,female,3,single,2,no,yes,yes,New York
18587,47,male,5,married,2,no,yes,no,New York
18588,39,male,5,married,2,no,yes,no,New York
18589,44,male,3,divorced,7,no,yes,no,Phoenix
18590,35,female,9,married,7,no,yes,no,Phoenix
18591,28,male,2,single,2,no,no,no,New York
18592,39,female,2,single,2,no,yes,no,Phoenix
18593,31,female,7,single,7,no,yes,no,New York
18594,44,male,10,married,6,no,yes,no,Chicago
18595,35,male,9,married,7,no,yes,no,New York
18596,39,female,5,married,2,no,no,no,Phoenix
18597,42,female,5,married,5,unknown,yes,no,Los Angeles
18598,39,male,3,single,6,no,no,no,New York
18599,40,female,3,married,2,no,no,no,Los Angeles
18600,27,male,9,married,7,no,yes,no,New York
18601,50,female,8,married,5,no,no,no,New York
18602,58,male,10,married,2,unknown,no,no,Phoenix
18603,22,male,8,single,2,no,yes,no,Los Angeles
18604,48,male,3,divorced,7,no,yes,no,New York
18605,53,male,4,married,1,unknown,no,yes,Los Angeles
18606,36,female,3,single,7,no,yes,no,Chicago
18607,54,male,3,married,7,unknown,yes,no,Houston
18608,47,female,5,married,5,no,no,no,Phoenix
18609,59,male,2,married,2,no,yes,no,Houston
18610,59,male,2,married,2,no,yes,no,Chicago
18611,35,female,3,married,2,no,no,no,Phoenix
18612,38,male,3,married,3,no,no,no,Phoenix
18613,45,female,7,married,7,no,yes,no,Phoenix
18614,57,female,5,single,5,no,yes,no,Houston
18615,39,female,7,divorced,4,unknown,yes,no,Chicago
18616,45,female,4,married,4,no,unknown,unknown,Chicago
18617,55,male,7,married,7,no,yes,yes,New York
18618,28,female,4,married,1,unknown,no,no,Los Angeles
18619,45,female,7,married,7,no,no,no,Chicago
18620,44,female,4,divorced,5,no,yes,yes,New York
18621,33,female,4,married,3,unknown,yes,no,Phoenix
18622,25,male,3,single,4,no,no,no,Chicago
18623,25,female,3,single,4,no,no,no,New York
18624,30,female,8,married,2,no,yes,no,Chicago
18625,53,female,3,married,2,unknown,no,no,New York
18626,60,female,7,married,5,unknown,yes,no,New York
18627,34,female,2,married,2,no,yes,no,New York
18628,36,male,3,married,7,no,no,no,Chicago
18629,34,male,2,married,2,no,yes,no,New York
18630,36,female,5,single,5,no,no,no,Houston
18631,37,female,4,married,1,unknown,no,no,New York
18632,54,female,4,married,4,no,yes,no,Houston
18633,55,female,3,divorced,7,no,no,no,Chicago
18634,55,male,3,divorced,7,no,yes,yes,Chicago
18635,34,male,2,married,2,no,no,no,Chicago
18636,28,female,4,married,1,unknown,yes,no,Los Angeles
18637,25,female,3,single,4,no,no,no,Phoenix
18638,30,female,2,single,2,no,no,no,New York
18639,36,female,3,single,7,no,yes,no,Los Angeles
18640,29,male,7,married,7,no,yes,no,Chicago
18641,34,male,5,divorced,6,no,yes,no,Houston
18642,31,female,9,married,7,no,no,no,Chicago
18643,48,female,4,married,5,no,no,no,Houston
18644,30,female,4,single,2,no,yes,no,New York
18645,31,male,2,single,2,no,yes,no,Phoenix
18646,28,male,4,married,1,unknown,yes,no,Chicago
18647,33,male,3,single,5,no,yes,no,Phoenix
18648,28,male,5,single,7,no,yes,no,New York
18649,58,female,7,married,7,no,no,yes,Chicago
18650,45,female,3,married,7,no,no,no,Chicago
18651,48,male,5,married,5,unknown,no,yes,Phoenix
18652,33,female,5,married,7,no,yes,no,Chicago
18653,54,female,3,married,7,unknown,yes,no,Los Angeles
18654,36,female,3,single,7,no,yes,no,Phoenix
18655,36,female,3,single,7,no,yes,yes,Chicago
18656,44,male,4,divorced,5,no,no,no,New York
18657,39,female,5,married,5,no,yes,no,Houston
18658,32,male,5,married,7,no,yes,no,Houston
18659,25,male,3,single,4,no,yes,yes,New York
18660,38,male,3,married,2,no,yes,no,Los Angeles
18661,48,male,5,married,5,no,yes,no,Chicago
18662,38,female,3,married,3,no,yes,no,Chicago
18663,32,male,5,married,7,no,no,no,Phoenix
18664,59,female,2,married,2,no,yes,no,Chicago
18665,38,female,5,married,2,no,yes,yes,Houston
18666,50,female,9,married,5,no,yes,no,Chicago
18667,54,female,3,married,7,no,no,no,Chicago
18668,41,male,1,married,1,unknown,no,no,Los Angeles
18669,52,female,4,married,4,unknown,no,no,Los Angeles
18670,32,male,5,married,7,no,yes,no,Phoenix
18671,31,male,2,single,2,no,no,no,Chicago
18672,30,female,2,single,2,unknown,no,no,New York
18673,33,male,5,married,7,no,no,no,Houston
18674,34,female,5,married,5,no,yes,no,Chicago
18675,59,male,6,married,1,no,no,no,Phoenix
18676,44,male,5,single,6,unknown,no,yes,Los Angeles
18677,53,female,3,married,2,unknown,no,no,Los Angeles
18678,39,female,3,married,7,unknown,no,no,Los Angeles
18679,33,female,5,single,7,no,no,no,Phoenix
18680,30,male,8,married,2,no,yes,no,Houston
18681,36,male,5,single,5,no,yes,yes,Los Angeles
18682,48,female,3,single,7,no,yes,yes,Los Angeles
18683,26,male,4,married,1,unknown,yes,no,New York
18684,25,male,3,single,4,no,yes,no,Houston
18685,31,male,2,single,2,no,no,no,New York
18686,25,male,3,single,4,no,yes,no,Houston
18687,47,male,5,married,5,no,yes,no,Los Angeles
18688,34,male,5,divorced,6,no,yes,yes,New York
18689,38,male,3,married,3,no,yes,no,Phoenix
18690,25,male,3,single,4,no,yes,yes,Los Angeles
18691,37,male,5,married,5,no,no,no,Chicago
18692,36,female,3,single,7,no,yes,no,Houston
18693,55,female,9,married,7,unknown,no,no,New York
18694,34,female,5,divorced,6,no,yes,no,Los Angeles
18695,47,female,5,married,5,no,yes,no,New York
18696,33,male,4,married,4,no,yes,no,New York
18697,55,male,6,married,4,unknown,yes,no,Houston
18698,55,female,6,married,4,unknown,no,no,Phoenix
18699,30,female,3,single,5,no,yes,yes,Houston
18700,36,male,5,single,5,no,no,no,Chicago
18701,47,female,5,married,5,no,yes,yes,New York
18702,25,male,3,single,4,no,yes,no,New York
18703,36,female,8,single,6,unknown,no,no,Chicago
18704,42,male,3,married,7,no,no,yes,Houston
18705,38,female,4,single,3,no,no,no,Chicago
18706,38,male,3,married,3,no,no,no,Los Angeles
18707,30,female,2,single,2,no,yes,no,Phoenix
18708,52,male,3,married,7,no,no,no,Phoenix
18709,36,female,3,single,7,no,yes,no,Los Angeles
18710,38,male,3,married,3,no,yes,no,Houston
18711,36,male,3,single,7,no,no,no,New York
18712,38,male,3,married,3,no,no,no,Chicago
18713,27,female,3,single,2,no,yes,no,New York
18714,43,male,3,married,5,unknown,yes,no,Houston
18715,59,male,6,married,1,no,no,yes,Los Angeles
18716,41,male,4,married,3,no,no,no,Houston
18717,49,male,5,married,6,unknown,yes,no,Chicago
18718,40,male,2,married,4,no,no,no,New York
18719,41,female,4,married,3,no,yes,no,Phoenix
18720,39,male,3,married,7,unknown,yes,no,Phoenix
18721,49,male,3,single,2,no,no,no,New York
18722,55,male,6,married,4,unknown,no,no,Chicago
18723,34,male,5,divorced,6,no,no,no,Los Angeles
18724,34,male,5,divorced,6,no,yes,no,Chicago
18725,39,female,3,single,2,no,no,no,Phoenix
18726,25,female,3,single,4,no,no,no,Houston
18727,32,female,5,married,7,no,yes,no,Phoenix
18728,41,female,1,married,1,unknown,yes,no,New York
18729,54,male,3,married,7,unknown,yes,no,Houston
18730,37,male,5,married,5,no,no,no,Phoenix
18731,48,female,4,married,5,no,yes,no,Los Angeles
18732,34,female,5,divorced,6,no,yes,yes,Chicago
18733,38,female,3,married,3,no,no,no,Chicago
18734,43,female,2,married,3,no,no,yes,New York
18735,42,female,11,married,5,no,yes,no,Houston
18736,56,female,4,married,3,unknown,yes,no,New York
18737,58,male,4,married,3,unknown,yes,no,Houston
18738,39,male,3,married,7,unknown,yes,no,Phoenix
18739,39,female,5,married,6,no,yes,no,Chicago
18740,36,female,3,single,7,no,no,no,Los Angeles
18741,36,female,3,single,7,no,yes,no,Chicago
18742,39,male,3,married,7,unknown,no,no,Houston
18743,49,male,3,single,2,no,yes,no,New York
18744,38,female,3,married,3,no,no,no,Los Angeles
18745,54,male,3,married,7,unknown,yes,no,Chicago
18746,43,male,3,married,5,unknown,yes,no,Phoenix
18747,24,female,5,single,7,no,no,no,Chicago
18748,31,male,2,single,2,no,yes,no,New York
18749,46,female,2,married,4,no,yes,no,Phoenix
18750,27,female,3,single,2,no,no,no,Los Angeles
18751,31,female,2,single,2,no,no,yes,Houston
18752,45,male,4,married,3,no,no,yes,Los Angeles
18753,30,male,2,single,2,no,yes,no,Phoenix
18754,59,female,5,married,2,unknown,no,no,Houston
18755,36,female,3,single,7,no,no,no,Houston
18756,25,male,3,single,4,no,yes,no,Los Angeles
18757,49,male,7,married,4,unknown,no,yes,Chicago
18758,28,male,5,single,5,no,no,no,New York
18759,25,female,3,single,4,no,yes,yes,Los Angeles
18760,25,male,3,single,4,no,yes,no,Chicago
18761,32,male,5,married,7,no,yes,no,Los Angeles
18762,38,female,3,married,3,no,yes,no,Los Angeles
18763,33,male,5,married,7,no,yes,no,Houston
18764,54,female,2,married,3,no,yes,no,Los Angeles
18765,30,female,2,single,2,no,yes,no,Los Angeles
18766,36,female,3,single,7,no,yes,no,Houston
18767,36,female,3,single,7,no,yes,no,New York
18768,36,male,3,married,2,no,no,yes,Los Angeles
18769,34,female,7,single,7,no,no,no,New York
18770,36,female,3,single,7,no,no,no,Phoenix
18771,25,male,3,married,7,no,yes,no,Chicago
18772,32,male,5,married,7,no,yes,yes,Phoenix
18773,36,female,3,single,7,no,no,no,Houston
18774,31,male,2,single,2,no,no,no,Phoenix
18775,48,male,5,married,5,unknown,yes,no,Houston
18776,27,female,3,single,2,no,yes,no,Los Angeles
18777,36,male,3,single,7,no,yes,yes,Los Angeles
18778,42,female,3,married,7,no,no,no,Los Angeles
18779,29,female,9,single,7,no,yes,yes,Chicago
18780,36,male,2,married,2,no,yes,yes,Phoenix
18781,25,female,4,married,4,unknown,yes,no,Chicago
18782,28,female,4,married,1,unknown,yes,no,Los Angeles
18783,39,male,4,single,1,unknown,yes,no,Phoenix
18784,34,female,5,divorced,6,no,yes,no,Phoenix
18785,39,female,4,married,5,no,yes,no,Chicago
18786,33,male,5,married,7,no,yes,no,Phoenix
18787,34,male,4,married,6,no,yes,no,Houston
18788,36,female,2,married,2,no,yes,yes,Los Angeles
18789,38,female,3,married,3,no,yes,no,New York
18790,25,male,12,single,2,no,no,no,Chicago
18791,55,female,6,married,2,no,yes,no,New York
18792,58,male,4,married,3,unknown,yes,yes,New York
18793,53,female,9,married,5,no,yes,no,Chicago
18794,33,male,5,married,7,no,yes,no,Chicago
18795,45,female,5,married,4,unknown,no,no,Chicago
18796,31,male,2,single,2,no,yes,no,Houston
18797,47,female,2,married,6,no,yes,no,Phoenix
18798,39,male,5,married,5,no,no,no,New York
18799,38,female,3,married,3,no,yes,no,Chicago
18800,56,female,4,married,3,unknown,yes,no,Los Angeles
18801,31,female,2,single,2,no,yes,no,Chicago
18802,31,male,2,single,2,no,yes,no,Chicago
18803,37,female,3,married,2,no,yes,no,New York
18804,34,male,5,divorced,6,no,yes,no,Phoenix
18805,29,male,5,married,7,no,no,no,Chicago
18806,51,male,6,married,7,unknown,no,no,Houston
18807,35,female,3,married,7,no,no,no,Phoenix
18808,34,female,5,divorced,6,no,no,no,Chicago
18809,48,female,5,married,5,unknown,no,yes,Los Angeles
18810,48,male,4,married,5,no,yes,no,Chicago
18811,33,female,3,single,5,no,yes,no,Houston
18812,36,male,2,married,2,no,yes,no,Los Angeles
18813,54,female,7,married,7,unknown,yes,no,Los Angeles
18814,46,male,2,married,4,no,no,no,New York
18815,36,male,3,single,7,no,no,yes,New York
18816,50,female,9,married,5,no,no,no,Los Angeles
18817,27,male,3,single,2,no,no,no,Houston
18818,54,male,5,married,4,no,no,yes,Chicago
18819,59,female,1,married,1,no,no,yes,New York
18820,43,male,3,married,5,unknown,no,no,Los Angeles
18821,28,male,4,married,1,unknown,no,yes,Phoenix
18822,39,female,4,single,1,unknown,no,no,Chicago
18823,48,female,1,married,1,unknown,no,yes,Los Angeles
18824,45,male,7,divorced,2,no,no,yes,Los Angeles
18825,34,female,5,single,7,no,yes,no,Houston
18826,34,female,5,single,7,no,no,no,Phoenix
18827,41,male,5,married,7,no,unknown,unknown,New York
18828,38,male,4,single,2,no,yes,no,Los Angeles
18829,43,female,3,married,7,no,no,no,Chicago
18830,43,male,3,married,7,no,yes,yes,Phoenix
18831,45,male,7,divorced,2,no,yes,no,New York
18832,44,female,3,single,7,no,no,no,Phoenix
18833,50,female,9,married,1,unknown,no,no,Phoenix
18834,50,male,9,married,1,unknown,yes,no,Chicago
18835,31,female,3,single,7,no,yes,no,New York
18836,41,male,5,married,7,no,yes,no,Los Angeles
18837,41,male,5,married,7,no,yes,no,Chicago
18838,41,female,5,married,7,no,yes,no,New York
18839,41,female,5,married,7,no,yes,no,Houston
18840,57,male,10,married,6,unknown,yes,no,New York
18841,46,female,3,married,7,no,yes,no,Phoenix
18842,58,male,4,married,4,no,yes,no,New York
18843,33,male,3,single,7,no,no,no,New York
18844,58,male,4,married,4,no,no,no,Houston
18845,36,female,3,married,7,no,no,no,New York
18846,58,female,4,married,4,no,yes,no,Phoenix
18847,48,male,4,married,7,no,no,no,Phoenix
18848,49,male,2,married,2,no,no,no,Chicago
18849,30,female,3,married,7,no,no,no,Houston
18850,30,female,3,married,7,no,no,no,Chicago
18851,48,female,4,married,4,no,no,yes,New York
18852,53,female,7,married,7,no,yes,no,Los Angeles
18853,56,male,3,married,3,no,yes,no,Los Angeles
18854,53,female,2,married,4,unknown,no,no,Phoenix
18855,53,female,2,married,4,unknown,yes,no,Los Angeles
18856,53,female,4,married,1,unknown,yes,no,Houston
18857,37,female,12,married,5,no,no,no,Chicago
18858,56,male,4,married,4,no,unknown,unknown,Chicago
18859,47,male,2,married,2,no,no,no,Phoenix
18860,51,female,5,married,5,no,no,no,Houston
18861,55,male,4,married,1,no,yes,no,Chicago
18862,55,female,4,married,1,no,yes,no,New York
18863,42,female,5,divorced,5,no,yes,no,Chicago
18864,58,female,6,married,5,no,yes,no,Phoenix
18865,42,male,5,divorced,5,no,yes,no,Los Angeles
18866,56,female,6,married,7,no,yes,no,Phoenix
18867,46,male,5,married,7,unknown,no,no,Chicago
18868,49,female,5,married,5,unknown,yes,yes,Chicago
18869,33,male,3,divorced,7,no,yes,no,Houston
18870,53,female,2,married,4,unknown,yes,no,New York
18871,46,male,1,married,2,no,yes,no,Houston
18872,46,male,1,married,2,no,yes,no,Chicago
18873,35,female,3,single,7,no,no,no,New York
18874,60,female,6,married,7,unknown,no,no,Los Angeles
18875,60,female,6,married,7,unknown,yes,no,Phoenix
18876,30,male,3,single,7,no,yes,no,Los Angeles
18877,35,female,5,divorced,7,no,yes,yes,Chicago
18878,57,female,3,married,2,unknown,yes,no,Los Angeles
18879,39,female,1,married,1,no,yes,no,Houston
18880,47,female,11,married,7,no,yes,yes,New York
18881,33,female,3,divorced,7,no,no,yes,Los Angeles
18882,35,male,7,married,7,unknown,yes,no,Phoenix
18883,38,female,5,married,5,no,no,no,Chicago
18884,32,male,3,single,7,no,no,no,New York
18885,49,female,5,married,5,no,no,no,Los Angeles
18886,31,female,3,married,7,no,yes,no,Houston
18887,30,female,5,single,2,no,no,no,Phoenix
18888,31,female,5,married,5,unknown,no,no,Los Angeles
18889,39,female,5,single,5,unknown,no,no,Chicago
18890,48,female,10,married,4,no,no,no,New York
18891,44,male,2,married,5,no,no,yes,Los Angeles
18892,44,male,2,married,5,no,no,no,New York
18893,34,male,5,single,5,no,yes,yes,Houston
18894,34,male,5,single,5,no,yes,no,Los Angeles
18895,60,male,6,married,3,no,no,no,Phoenix
18896,36,male,3,married,5,no,no,no,Los Angeles
18897,41,female,10,married,6,no,yes,no,New York
18898,33,female,5,divorced,5,no,no,yes,Los Angeles
18899,57,male,6,married,1,no,yes,no,New York
18900,33,female,5,divorced,5,no,yes,no,Houston
18901,33,male,5,divorced,5,no,yes,yes,New York
18902,45,female,4,married,3,unknown,no,no,Los Angeles
18903,49,female,4,married,1,unknown,yes,no,Los Angeles
18904,50,female,3,married,2,no,no,no,Phoenix
18905,57,male,6,married,1,no,no,no,New York
18906,46,male,4,married,4,no,no,no,Los Angeles
18907,46,female,5,single,5,unknown,no,no,New York
18908,47,male,5,married,5,no,yes,no,Los Angeles
18909,57,male,3,married,2,unknown,yes,no,Chicago
18910,35,male,5,single,5,no,no,yes,Phoenix
18911,34,male,3,single,7,no,yes,no,New York
18912,45,male,5,married,7,unknown,yes,no,Phoenix
18913,33,female,12,divorced,5,no,no,no,Chicago
18914,35,male,5,single,5,no,yes,no,Los Angeles
18915,35,female,5,single,5,no,no,no,Phoenix
18916,41,male,10,married,6,no,yes,no,Phoenix
18917,50,female,10,married,6,unknown,yes,no,Phoenix
18918,52,male,4,married,4,no,yes,no,Houston
18919,46,male,4,married,2,no,no,no,Houston
18920,48,male,4,married,1,unknown,yes,no,Houston
18921,46,male,4,married,4,no,no,no,Los Angeles
18922,46,female,4,married,4,no,no,no,Chicago
18923,37,male,5,single,5,no,yes,no,Phoenix
18924,41,female,5,married,5,no,no,no,Los Angeles
18925,41,male,10,married,6,no,yes,yes,New York
18926,37,female,7,married,7,unknown,no,no,Los Angeles
18927,37,female,7,married,7,unknown,no,no,Houston
18928,41,male,5,married,7,no,yes,yes,Phoenix
18929,54,male,5,divorced,2,no,no,no,Phoenix
18930,57,female,3,married,2,no,yes,no,Los Angeles
18931,57,male,3,married,2,no,yes,no,Los Angeles
18932,39,male,5,single,7,no,yes,no,Phoenix
18933,29,female,5,single,5,no,no,no,New York
18934,39,female,1,married,1,no,no,yes,Houston
18935,36,female,5,divorced,5,no,yes,no,Chicago
18936,49,male,3,married,2,no,no,no,New York
18937,41,male,10,married,6,no,no,no,Houston
18938,44,male,2,married,5,no,no,no,Los Angeles
18939,53,male,4,married,6,no,no,no,Phoenix
18940,56,male,3,married,7,no,yes,no,Houston
18941,34,male,3,single,7,no,yes,no,Chicago
18942,39,female,3,married,7,no,no,no,New York
18943,35,female,7,single,7,no,yes,no,Chicago
18944,50,male,4,married,4,no,yes,no,Chicago
18945,54,female,4,married,6,no,no,no,Chicago
18946,44,female,4,married,4,no,no,no,Chicago
18947,41,male,5,divorced,5,no,yes,no,Houston
18948,50,male,4,married,4,unknown,yes,no,Houston
18949,58,male,1,married,1,unknown,yes,no,Los Angeles
18950,44,female,4,married,4,no,yes,no,Chicago
18951,58,male,6,married,5,unknown,no,no,Los Angeles
18952,49,male,3,divorced,5,no,yes,yes,Chicago
18953,57,male,3,married,2,no,no,no,Phoenix
18954,30,male,10,married,7,no,yes,no,Los Angeles
18955,44,female,3,divorced,2,no,yes,no,Chicago
18956,30,male,10,married,7,no,yes,no,New York
18957,33,female,5,divorced,5,no,yes,no,Chicago
18958,45,male,5,divorced,2,no,yes,yes,Los Angeles
18959,32,female,5,married,7,no,yes,no,Los Angeles
18960,32,female,5,married,7,no,yes,no,New York
18961,58,male,4,married,4,no,yes,no,New York
18962,47,female,2,married,2,no,yes,no,New York
18963,37,male,7,married,7,unknown,no,no,Los Angeles
18964,45,male,5,married,2,no,yes,no,Phoenix
18965,54,male,5,married,5,unknown,no,yes,Chicago
18966,50,male,3,married,2,no,no,no,Chicago
18967,50,female,4,married,1,unknown,yes,no,Chicago
18968,60,female,6,married,7,unknown,yes,no,Chicago
18969,60,female,6,married,7,unknown,yes,yes,Chicago
18970,40,male,5,married,5,unknown,yes,no,New York
18971,59,female,6,married,2,no,yes,no,Phoenix
18972,35,male,3,married,7,no,no,no,Phoenix
18973,34,male,3,single,7,no,no,yes,Phoenix
18974,33,female,5,divorced,5,no,no,no,Houston
18975,54,male,5,married,5,unknown,yes,no,New York
18976,48,male,4,married,4,no,yes,no,Phoenix
18977,48,female,1,married,1,unknown,yes,no,New York
18978,30,female,3,single,7,no,yes,no,Chicago
18979,30,male,3,married,7,no,no,yes,Phoenix
18980,41,female,5,married,7,no,yes,no,Los Angeles
18981,44,male,2,married,5,no,no,no,Houston
18982,58,female,6,married,5,unknown,yes,no,New York
18983,60,male,6,married,7,unknown,no,no,Phoenix
18984,48,male,1,married,1,unknown,yes,no,Houston
18985,59,male,6,married,1,no,no,no,Phoenix
18986,45,male,8,married,7,no,yes,no,Houston
18987,54,female,5,married,7,no,yes,no,Los Angeles
18988,34,female,3,single,7,no,no,no,Houston
18989,30,male,10,married,7,no,yes,no,Phoenix
18990,52,female,7,married,7,no,no,no,Phoenix
18991,40,male,11,married,7,no,yes,no,Houston
18992,45,male,2,married,2,unknown,yes,no,Chicago
18993,50,male,5,divorced,7,unknown,no,no,Los Angeles
18994,47,male,5,married,5,no,no,no,Chicago
18995,32,male,5,married,5,no,yes,no,Los Angeles
18996,30,male,5,married,7,no,yes,no,Phoenix
18997,38,female,4,single,2,no,no,no,Los Angeles
18998,50,male,3,married,4,no,no,no,Phoenix
18999,30,male,5,single,2,no,yes,no,Phoenix
19000,56,female,6,married,7,no,yes,no,Phoenix
19001,47,male,11,married,7,no,no,no,Phoenix
19002,47,male,11,married,7,no,yes,no,Chicago
19003,52,male,5,divorced,5,no,yes,no,Houston
19004,50,female,3,married,2,no,no,yes,Houston
19005,53,male,4,married,1,no,no,no,Los Angeles
19006,43,female,3,single,7,no,yes,no,Phoenix
19007,57,male,6,married,3,no,no,no,Los Angeles
19008,35,female,10,married,4,no,no,no,Chicago
19009,49,female,2,married,2,no,no,no,Phoenix
19010,58,female,3,married,2,no,yes,yes,Houston
19011,58,female,3,married,2,no,yes,no,Houston
19012,52,male,3,married,6,no,yes,no,Los Angeles
19013,38,male,5,single,5,no,yes,no,Houston
19014,52,male,5,divorced,7,no,no,no,Phoenix
19015,52,male,5,divorced,7,no,no,yes,Chicago
19016,52,male,3,married,6,no,no,no,Los Angeles
19017,35,male,3,married,7,no,yes,no,Los Angeles
19018,52,female,3,married,6,no,no,no,Houston
19019,52,female,5,divorced,7,no,no,yes,Chicago
19020,47,male,3,married,2,no,yes,no,Los Angeles
19021,48,female,5,divorced,5,no,no,no,New York
19022,53,male,4,married,4,no,yes,no,Chicago
19023,48,female,5,divorced,5,no,no,no,Chicago
19024,52,female,5,divorced,5,no,no,no,Houston
19025,47,female,2,married,2,no,yes,no,New York
19026,41,female,5,married,5,no,no,no,Los Angeles
19027,29,male,3,single,7,no,yes,no,Chicago
19028,45,female,1,married,1,unknown,yes,no,New York
19029,45,male,1,married,1,unknown,no,no,Houston
19030,45,female,1,married,1,unknown,no,no,Houston
19031,35,male,3,single,7,no,yes,no,Phoenix
19032,49,male,5,married,5,unknown,no,no,Phoenix
19033,48,male,4,married,4,no,yes,no,Chicago
19034,29,female,3,single,7,no,no,no,Phoenix
19035,58,female,4,married,4,no,no,no,New York
19036,37,female,3,married,7,no,yes,no,Chicago
19037,42,female,3,married,7,no,yes,no,New York
19038,51,female,3,married,7,unknown,yes,no,Phoenix
19039,48,female,7,married,2,unknown,no,no,Phoenix
19040,39,female,5,divorced,5,no,yes,no,Houston
19041,57,female,6,married,5,unknown,yes,no,Houston
19042,42,female,5,married,2,no,yes,no,Chicago
19043,44,female,5,single,5,no,yes,no,New York
19044,42,male,5,married,2,no,yes,no,Los Angeles
19045,42,male,5,married,5,no,yes,no,Chicago
19046,39,female,3,married,7,no,yes,yes,Phoenix
19047,37,female,3,married,7,no,yes,no,Los Angeles
19048,47,male,7,married,7,no,no,no,New York
19049,47,male,7,married,7,no,no,no,Houston
19050,41,male,5,married,7,no,yes,yes,Los Angeles
19051,34,male,3,married,7,unknown,yes,no,New York
19052,34,female,3,married,7,unknown,no,no,Chicago
19053,34,male,3,married,7,unknown,yes,no,New York
19054,51,male,5,divorced,2,unknown,no,no,Houston
19055,41,male,5,single,5,no,yes,no,Houston
19056,41,male,5,single,5,no,no,no,Chicago
19057,40,female,5,married,5,no,yes,no,Los Angeles
19058,43,female,7,married,7,unknown,yes,no,Los Angeles
19059,40,female,5,married,5,no,yes,no,New York
19060,40,male,5,married,5,no,no,no,New York
19061,53,male,4,married,1,unknown,yes,no,Houston
19062,58,female,2,married,6,unknown,yes,no,Los Angeles
19063,45,male,4,married,1,no,yes,no,Houston
19064,45,female,4,married,1,no,yes,no,New York
19065,53,female,5,married,5,no,yes,no,Chicago
19066,49,male,3,married,7,no,yes,no,Phoenix
19067,52,female,5,married,5,no,no,no,New York
19068,45,male,5,married,5,unknown,no,no,Chicago
19069,59,male,6,married,7,no,yes,no,Los Angeles
19070,34,female,3,single,7,no,yes,no,Houston
19071,45,male,5,married,5,unknown,yes,no,Phoenix
19072,48,male,4,married,4,unknown,no,no,Chicago
19073,48,male,4,married,4,unknown,yes,no,Phoenix
19074,46,male,9,married,4,unknown,yes,no,Chicago
19075,55,female,3,married,5,no,yes,yes,Los Angeles
19076,46,male,5,married,5,no,no,no,Chicago
